Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Category
Mynvax,2017,Bangalore,biotechnology,mynvax is a biotech company.,Unknown,Undisclosed,0.0,Pre-Seed,2018,technology
Loans4Sme,2017,Mumbai,financial services,loans4sme is an alternative lending platform.,Unknown,Undisclosed,0.0,Seed,2018,fintech
Upcyclerslab,2017,Mumbai,apps education retail,upcyclerslab is a startup that makes sustainability-based learning tools for children above the age of five.,Unknown,Undisclosed,0.0,Seed,2018,technology
Cellerite Systems,2017,Hyderabad,electric vehicle,cellerite systems is a charging solutions provider for electric vehicles.,Unknown,Undisclosed,0.0,Seed,2018,mobility and transportation
Taru Naturals,2017,Mumbai,agriculture farming,taru naturals is a network that connects farmer communities with clean technology and renewable energy.,Unknown,Undisclosed,0.0,Seed,2018,technology
Letsmd,2017,New Delhi,fitness health care wellness,letsmd.com is a marketplace for elective surgeries,Unknown,Undisclosed,1000000.0,Seed,2018,technology
Twenty Two Motors,2017,Haryana,automotive battery electric vehicle manufacturing mechanical design,twenty two motors aim of making cutting edge ev technology affordable for the current generation.,Unknown,Undisclosed,65000000.0,Other,2018,mobility and transportation
Truebil,2017,Mumbai,automotive ecommerce marketplace,"truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Unknown,Undisclosed,2000000.0,Series A,2018,technology
Farmersfz,2017,Kochi,agriculture,farmersfz is an online venture for fresh and safe vegetables and agri products.,Unknown,Undisclosed,0.0,Seed,2018,food and beverages
Worxogo,2017,Bangalore,information technology,worxogo’s is a pioneering persuasive technology products align employee behaviours .,Unknown,Undisclosed,165000000.0,Series A,2018,technology
Vivish Technologies (Mygate),2017,Bangalore,apps information services information technology,india's leading mobile based security management solution .,Unknown,Undisclosed,650000000.0,Series A,2018,technology
Singularity Dynamics,2017,Bangalore,artificial intelligence,singularity dynamics is a chip-design testing startup.,Unknown,Undisclosed,0.0,Seed,2018,technology
Virtual Metalstreet(Metalstreet),2017,Bangalore,b2b marketplace,virtual metalstreet(metalstreet) is a b2b marketplace for steel trading in india,Unknown,Undisclosed,700000.0,Pre-Seed,2018,technology
Veritas Finance,2017,Guindy,financial services,veritas finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Unknown,Undisclosed,30000000.0,Venture,2018,fintech
Manjushree Technopack,2017,Bangalore,packaging services,manjushree technopack is a rigid plastics packaging convertor in india and south asia.,Unknown,Undisclosed,0.0,PE,2018,business services
Gozefo,2017,Bangalore,computer furniture software,startup working on a white space in the ecommerce industry.,Unknown,Undisclosed,210000000.0,Venture,2018,technology
Zomato,2017,Gurgaon,food delivery hospitality reservations restaurants search engine,zomato is a search app offering detailed information for restaurants as well as online food delivery.,Unknown,Undisclosed,210000000.0,Other,2018,technology
Innov8 Coworking,2017,New Delhi,collaboration communities coworking real estate,innov8 is a y- combinator backed company that offers coworking and shared office spaces.,Unknown,Undisclosed,4000000.0,Seed,2018,technology
Revfin,2017,Delhi,accounting banking finance,revfin is a digital lending company.,Unknown,Undisclosed,0.0,Seed,2018,fintech
Lavelle Networks,2017,Bangalore,cloud computing enterprise software network hardware network security saas,lavelle networks provides software defined wan (sd-wan) solutions to build end to end enterprise networking platforms for tomorrow,Unknown,Undisclosed,20000000.0,Venture,2018,technology
Blackbuck,2017,Bangalore,information services internet logistics supply chain management transportation,blackbuck is a logistics startup based in india.,Unknown,Undisclosed,2029600000.0,Series D,2018,technology
Cardekho,2017,Gurgaon,automotive ecommerce information services,cardekho is a car search venture that helps users buy cars that are right for them.,Unknown,Undisclosed,75000000.0,Series C,2018,technology
Elasticrun,2017,Pune,delivery logistics transportation,elasticrun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in india.,Unknown,Undisclosed,600000000.0,Series B,2018,mobility and transportation
Droom Technology Private Limited,2017,Gurgaon,automotive ecommerce platforms marketplace,droom is a marketplace for automobiles and automobile services.,Unknown,Undisclosed,30000000.0,Series E,2018,technology
Vogo Rentals,2017,Kormangala,last mile transportation railroad transportation travel,vogo is a dockless scooter rental company in india which lets customers rent scooters for short one way trips.,Unknown,Undisclosed,80000000.0,Debt,2018,technology
Innerchef,2017,Gurgaon,cooking ecommerce food and beverage food delivery online portals,innerchef is an online food discovery and delivery experience that will make the foodie in you come alive.,Unknown,Undisclosed,1760000.0,Venture,2018,e-commerce
Livquik,2017,Mumbai,fintech mobile mobile payments payments retail technology,livquik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,Unknown,Undisclosed,2700000.0,Other,2018,technology
Disprz,2017,Chennai,elearning education,"disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",Unknown,Undisclosed,400000.0,Debt,2018,technology
9Stacks,2017,Delhi,online games software,online gaming startup.,Unknown,Undisclosed,280000000.0,Series A,2018,technology
Origo,2017,Gurgaon,other,"origo commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",Unknown,Undisclosed,800000000.0,Venture,2018,Other
Yourownroom,2017,Bangalore,online portals property management rental,"good quality, strategically located homes closer to work for millennials",Unknown,Undisclosed,750000.0,Seed,2018,real estate
Vahdam Teas,2017,New Delhi,ecommerce food and beverage tea,vahdam teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,Unknown,Undisclosed,2500000.0,Series B,2018,e-commerce
Spoofin,2017,New Delhi,music social network video,a social networking app that lets you create and view spoofs of your favourite videos.,Unknown,Undisclosed,0.0,Venture,2018,technology
Strom Motors,2017,Mumbai,automotive,strom motors is a smart urban mobility company.,Unknown,Undisclosed,0.0,Pre-Seed,2018,mobility and transportation
Pharmeasy,2017,Mumbai,health care pharmaceutical wellness,pharmeasy - indias largest healthcare delivery platform,Unknown,Undisclosed,80000000.0,Series C,2018,technology
Licious,2017,Bangalore,delivery service food and beverage food delivery,"licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",Unknown,Undisclosed,25000000.0,Series C,2018,food and beverages
Stanza Living,2017,New Delhi,hospitality information technology travel accommodations,stanza living is a co-living platform created for students moving to a new place.,Unknown,Undisclosed,730000000.0,Venture,2018,technology
Docturnal,2017,Hyderabad,biotechnology diabetes health care,"docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",Unknown,Undisclosed,0.0,Seed,2018,technology
Bounce (Metro Bikes),2017,Bangalore,autonomous vehicles last mile transportation recreational vehicles rental,"bounce (formerly metro bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",Unknown,Undisclosed,3000000.0,Debt,2018,mobility and transportation
Technology 9 Labs (T9L),2017,New Delhi,information technology,technology 9 labs is an information technology and services company.,Unknown,Undisclosed,0.0,Other,2018,technology
Goals101,2017,Delhi,financial services,goals101 is a one of the fastest growing big-data platforms.,Unknown,Undisclosed,3500000.0,Seed,2018,fintech
Satya Microcapital,2017,New Delhi,finance financial exchanges financial services micro lending,new delhi-based non-banking financial company.,Unknown,Undisclosed,400000000.0,Venture,2018,fintech
Ummeed Housing Finance Private Limited,2017,Haryana,finance financial services,ummeed housing finance private limited,Unknown,Undisclosed,600000000.0,Series C,2018,fintech
Stockedge,2017,Kolkata,analytics apps market research,"stockedge is a unique platform, which is 100% focused on research and analytics",Unknown,Undisclosed,1100000.0,Seed,2018,technology
Sequretek,2017,Mumbai,other,sequretek is a cyber security start-up.,Unknown,Undisclosed,3700000.0,Venture,2018,Other
Avenues Payments India Pvt. Ltd.,2017,Mumbai,other,avenues payments is an it solutions provider for the remittance\money transfer and forex industries.,Unknown,Undisclosed,1300000.0,Other,2018,Other
Qbera,2017,Bangalore,finance financial services,qbera is a managed marketplace for unsecured personal loans.,Unknown,Undisclosed,140000000.0,Venture,2018,fintech
Urban Ladder,2017,Bangalore,ecommerce ecommerce platforms furniture home decor internet,urban ladder is a bangalore-based online furniture company.,Unknown,Undisclosed,5600000.0,Debt,2018,technology
Planet11 Ecommerce Solutions India (Avenue11),2017,Bangalore,other,"planet11 is backed by sk planet, which is a part of the sk group – one of the largest conglomerates in south korea.",Unknown,Undisclosed,260000000.0,Other,2018,Other
Dailyninja,2017,Bangalore,apps mobile mobile apps software,"daily ninja, a mobile app that delivers daily needs on a subscription model",Unknown,Undisclosed,0.0,Series A,2018,technology
Iba Halal Care,2017,Ahmedabad,other,iba halal care is a cosmetics brand company.,Unknown,Undisclosed,150000000.0,Series A,2018,Other
Knocksense,2017,Lucknow,news publishing social media,knocksense is a fast growing lifestyle website.,Unknown,Undisclosed,0.0,Seed,2018,media and entertainment
Togedr,2017,Gurgaon,other,togedr is an activity discovery & booking platform.,Unknown,Undisclosed,0.0,Venture,2018,Other
Parkwheels,2017,Haryana,industrial industrial automation,"parkwheels aims at solving the big, bad & unsexy parking problems of india.",Unknown,Undisclosed,12000000.0,Seed,2018,technology
Sharechat,2017,Bangalore,internet mobile apps social network,sharechat is a social networking and regional content platform for the fast growing internet users in india.,Unknown,Undisclosed,99230000.0,Series C,2018,technology
Cyclops Medtech,2017,Bangalore,health care health diagnostics internet of things life science machine learning medical medical device,medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,Unknown,Undisclosed,1000000.0,Seed,2018,technology
